Text,Accident Cause
মোটর সাইকেলের মুখোমুখি সংঘর্ষে দুই আরোহী গুরুতর আহত। বুধবার(১০ এপ্রিল ২০১৯) দুপুরে এ দুর্ঘটনা ঘটে।,TRAFFIC
গাইবান্ধার সুন্দরগঞ্জে ট্রাকচাপায় আজাদুল ইসলাম নামে এক বাইসাইকেল আরোহী নিহত হয়েছেন। বৃহস্পতিবার (১১ এপ্রিল ২০১৯) সকালে উপজেলার সুন্দরগঞ্জ-শোভাগঞ্জ সড়কের চৌরাস্তা মোড়ে এ দুর্ঘটনা ঘটে,TRAFFIC
রাজবাড়ীতে ট্রাক চাপায় বৃদ্ধা নিহত। মঙ্গলবার (৯ এপ্রিল ২০১৯) সকালে গোয়ালন্দ মোড় থেকে রাজবাড়ী সড়কে এ দুর্ঘটনা ঘটে। ,TRAFFIC
বরিশালে সড়ক দূর্ঘটনায় মোটরসাইকেল চালক নিহত। মঙ্গলবার (৯ এপ্রিল ২০১৯) সকালে এ দুর্ঘটনা ঘটে।,TRAFFIC
চুয়াডাঙ্গায় ট্রাক চাপায় আলমসাধু চালক নিহত। মঙ্গলবার (৯ এপ্রিল ২০১৯) সকাল সাড়ে ৭টার দিকে শহরের টাউন ফুটবল মাঠের সামনে এ দুর্ঘটনা ঘটে।,TRAFFIC
রাজধানীর শেরেবাংলা এলাকায় ট্রাকের ধাক্কায় ফাতু মিয়া নামে এক ভ্যান চালক নিহত হয়েছেন। সোমবার (৮ এপ্রিল ২০১৯) সকাল সাড়ে ৬টার দিকে এ দুর্ঘটনা ঘটে।,TRAFFIC
মালয়েশিয়ার সেপাংয়ে সড়ক দুঘটনায় কমপক্ষে ১০ জন বিদেশি শ্রমিকের প্রাণহানি হয়েছে। স্থানীয় সময় রোববার (৭ এপ্রিল ২০১৯) দিনগত রাত ১১টার দিকে এ দুর্ঘটনা ঘটে।,TRAFFIC
কুড়িগ্রামের উলিপুরে ট্রেনে কাটা পড়ে রহিম বাদশা (৪৫) নামের এক ব্যক্তির মৃত্যু হয়েছে। তিনি উপজেলার ধামশ্রেণী ইউনিয়নের নাওড়া গ্রামের নুরুল ইসলামের ছেলে।,TRAFFIC
কাতারে সড়ক দূর্ঘটনায় ২ বাংলাদেশী নিহত ও আহত ২। স্থানীয় সময় বুধবার বিকেলে কাতারের রাজধানী দোহায় এ দুর্ঘটনা ঘটে।,TRAFFIC
পিরোজপুরে বাসের ধাক্কায় রফিক শেখ (৪৫) নামে ব্যাটারিচালিত ইজিবাইকের এক যাত্রী নিহত হয়েছেন। শনিবার (০৬ এপ্রিল) বেলা সাড়ে ১১টার দিকে খুলনা-পিরোজপুর আঞ্চলিক মহাসড়কের বলেশ্বর ব্রিজের পঞ্চিম প্রান্তে এ দুর্ঘটনা ঘটে।,TRAFFIC
নেত্রকোনার দূর্গাপুরে ট্রলি চাপায় এবার কিশোর নিহত। শুক্রবার (০৫ এপ্রিল ২০১৯) সন্ধ্যার দিকে উপজেলার কেরণখলা গ্রামে এই দুর্ঘটনা ঘটে।,TRAFFIC
খুলনায় সড়ক দুর্ঘটনায় রাজীব আলী রাজু (৪২) নামে এক মোটরসাইকেল আরোহী নিহত হয়েছেন। বৃহস্পতিবার (০৪ এপ্রিল ২০১৯) রাতে নগরের খানজাহান আলী থানার শিরোমনি বাইপাস সড়কে এ দুর্ঘটনা ঘটে।,TRAFFIC
কুমিল্লার চান্দিনা উপজেলায় কাভার্ডভ্যানের ধাক্কায় আবদুল আলিম নামে এক ভ্যানচালক নিহত হয়েছেন। শুক্রবার (৫ এপ্রিল) সকাল সাড়ে ৯টার দিকে ঢাকা-চট্টগ্রাম মহাসড়কের মাধাইয়া বাসস্ট্যান্ডের পশ্চিম পাশে এ দুর্ঘটনা ঘটে।,TRAFFIC
মিরসরাই উপজেলার জোরারগঞ্জে অজ্ঞাত গাড়ির চাপায় আনোয়ারা বেগম নামে এক বৃদ্ধা নিহত হয়েছেন। শুক্রবার (৫ এপ্রিল ২০১৯) সকাল ১১টার দিকে সদর এলাকায় এ দুর্ঘটনা ঘটে।,TRAFFIC
আশুলিয়ায় বাস চাপায় টেইলার্স কর্মী নিহত। শুক্রবার (৫ এপ্রিল ২০১৯) বেলা ১১টার দিকে বিশমাইল-জিরাবো সড়কের বাসস্ট্যান্ড এলাকায় এ দুর্ঘটনা ঘটে। ,TRAFFIC
বরিশালে বাসচাপায় টেক্সটাইল কারখানার এক নিরাপত্তা কর্মী নিহত হয়েছেন। বৃহস্পতিবার(৪ এপ্রিল ২০১৯) সকালে এ দুর্ঘটনা ঘটে।,TRAFFIC
গাজীপুর সিটি করপোরেশনের টঙ্গী চেরাগআলী ও টিএন্ডটি গেট এলাকায় পৃথক সড়ক দুর্ঘটনায় দু’জন নিহত হয়েছেন। মঙ্গলবার (২ এপ্রিল ২০১৯) সন্ধ্যায় দুর্ঘটনা দু’টি ঘটে।,TRAFFIC
নাটোরের সিংড়া উপজেলায় ট্রলির নিচে চাপা পড়ে সাবিহা (৭) নামে একটি শিশুর মৃত্যু হয়েছে। মঙ্গলবার (২ এপ্রিল ২০১৯) সন্ধ্যার দিকে উপজেলার লালোর গ্রামে এ দুর্ঘটনা ঘটে।,TRAFFIC
